ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ExpenditureTypeKey,ExpenditureType,ExpenditureTypeEng,Year,FarmPlantAnimalOwningLand,FarmPlantAnimalRentingLand,FarmFishingForestryHuntingAgri,EntrepreneurNonAgricultureBusiness,ProfessionalTechnicianManager,EmployeeLabourInAgriForestyFishery,EmployeeLabourInLogisticTransportation,EmployeeLabourInClericalSaleServices,EmployeeLabourInProductionConstruction,EconomicInactive,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1054,1062,322,1228,4401,0,1606,2570,1229,801,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2554,4326,5606,0,5616,7131,3739,3947,6156,4256,4535,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2554,2,0,0,4,41,0,0,18,1,2,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2554,28,88,0,43,65,0,51,77,22,12,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2554,1410,1465,0,2588,4067,1088,1321,2219,1546,1757
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2554,167,542,0,400,913,86,116,440,149,226,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2554,280,389,0,476,1176,203,172,487,270,260,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2554,43,141,0,100,298,3,14,54,270,105,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2554,1054,3061,0,4906,8666,1389,1022,3562,1701,1501,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,18,การศึกษา,Education,2554,73,241,0,152,253,90,41,276,67,69,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2554,201,170,0,257,445,78,186,189,81,220
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2554,138,0,0,9,94,0,793,97,0,520,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2554,617,635,0,1212,5133,979,229,2091,567,643,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5944,9729,5743,6730,8520,4328,5620,6996,5305,4790,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,22,1341,0,29,68,0,0,112,44,5,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,33,40,7,29,10,0,32,47,41,29,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2254,2377,1984,3111,3762,1506,1916,3041,1916,2174
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,187,253,0,285,1135,6,231,438,128,153,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,452,484,180,691,1185,200,412,690,409,333,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,202,221,60,92,588,9,14,78,76,96,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,2319,1156,326,5684,8476,1045,1200,3703,1320,1874,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,140,24,0,229,413,128,87,293,114,194,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,406,591,429,478,851,79,175,365,322,359
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,346,0,0,63,242,0,0,129,22,625,
47,สกลนคร              ,Sakon Nakhon        ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,989,1375,194,1685,4370,363,811,1772,708,853,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4115,5343,2922,4938,6319,5424,3132,6263,4812,3487,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,126,0,490,138,226,0,553,159,203,39,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,49,28,24,13,40,4,30,59,52,38,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2125,1460,1986,2730,4474,834,1766,2022,1746,1891
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,104,12,37,294,850,137,50,206,311,162,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,309,211,550,404,806,549,235,382,330,281,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,155,40,48,981,189,26,0,174,186,198,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2336,3849,882,2735,9158,1431,1281,2310,1443,1314,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,45,34,82,46,114,40,94,95,47,21,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,169,102,131,235,446,89,235,142,110,225
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,252,8,0,40,140,0,0,324,1,450,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,868,360,418,841,3751,576,413,1435,560,430,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5528,6818,3897,7033,8666,5471,5552,7719,6524,5687,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,13,0,0,118,292,11,40,1093,62,11,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,30,5,0,66,18,80,29,141,17,9,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,1711,1626,1185,3087,6044,2483,1543,2685,1762,2011
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,227,415,68,431,1078,477,42,364,145,495,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,367,370,320,633,1249,525,217,612,374,685,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,46,0,306,218,363,35,53,200,71,183,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,1769,699,1020,5291,8620,2362,776,3546,2068,1279,
48,นครพนม              ,Nakhon Phanom       ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,34,28,6,161,314,23,21,241,71,108,
